iter	Passed	Remaining
371	6986	11795
372	7025	11810
373	7090	11868
374	7116	11860
375	7140	11849
376	7164	11839
377	7188	11829
378	7211	11816
379	7235	11806
380	7262	11799
381	7286	11788
382	7312	11779
383	7344	11782
384	7376	11782
385	7398	11768
386	7419	11752
387	7442	11739
388	7464	11723
389	7485	11707
390	7509	11696
391	7532	11683
392	7556	11670
393	7580	11658
394	7605	11648
395	7629	11637
396	7654	11627
397	7690	11632
398	7713	11619
399	7736	11604
400	7758	11589
401	7781	11575
402	7806	11564
403	7831	11552
404	7868	11559
405	7896	11553
406	7926	11549
407	7955	11542
408	7985	11538
409	8016	11535
410	8052	11539
411	8080	11532
412	8111	11529
413	8142	11525
414	8167	11513
415	8191	11498
416	8218	11490
417	8245	11480
418	8278	11478
419	8309	11474
420	8343	11474
421	8375	11471
422	8404	11464
423	8435	11459
424	8456	11440
425	8480	11427
426	8506	11414
427	8530	11400
428	8554	11386
429	8581	11375
430	8609	11365
431	8636	11355
432	8663	11344
433	8689	11332
434	8714	11318
435	8751	11321
436	8784	11317
437	8807	11300
438	8832	11286
439	8857	11273
440	8881	11258
441	8903	11240
442	8928	11226
443	8953	11212
444	8980	11200
445	9005	11185
446	9028	11169
447	9049	11150
448	9076	11138
449	9102	11125
450	9127	11110
451	9148	11091
452	9176	11080
453	9201	11065
454	9227	11052
455	9248	11033
456	9271	11016
457	9293	10998
458	9319	10984
459	9342	10966
460	9362	10946
461	9385	10929
462	9402	10905
463	9422	10884
464	9445	10867
465	9464	10845
466	9487	10827
467	9510	10811
468	9529	10789
469	9552	10771
470	9577	10757
471	9602	10742
472	9624	10723
473	9647	10705
474	9667	10685
475	9689	10666
476	9713	10650
477	9737	10633
478	9764	10620
479	9788	10603
480	9812	10587
481	9836	10571
482	9863	10557
483	9886	10540
484	9908	10521
485	9925	10497
486	9946	10477
487	9964	10454
488	9987	10436
489	10011	10419
490	10037	10405
491	10059	10386
492	10086	10373
493	10105	10351
494	10125	10330
495	10143	10307
496	10165	10287
497	10185	10266
498	10209	10250
499	10232	10232
500	10256	10215
501	10280	10199
502	10306	10183
503	10329	10165
504	10356	10151
505	10384	10138
506	10406	10118
507	10430	10101
508	10454	10085
509	10474	10063
510	10495	10043
511	10518	10025
512	10546	10012
513	10565	9989
514	10588	9972
515	10613	9955
516	10645	9945
517	10672	9931
518	10711	9927
519	10742	9916
520	10773	9904
521	10801	9890
522	10837	9884
523	10864	9869
524	10889	9852
525	10913	9834
526	10943	9822
527	10968	9805
528	11002	9796
529	11034	9785
530	11071	9778
531	11104	9768
532	11131	9753
533	11164	9742
534	11195	9730
535	11227	9719
536	11262	9710
537	11297	9701
538	11335	9695
539	11369	9685
540	11403	9675
541	11438	9666
542	11473	9655
543	11508	9646
544	11541	9635
545	11577	9626
546	11614	9618
547	11649	9608
548	11686	9600
549	11719	9588
550	11758	9581
551	11794	9572
552	11828	9561
553	11862	9549
554	11892	9535
555	11921	9520
556	11949	9504
557	11980	9490
558	12009	9474
559	12040	9460
560	12072	9447
561	12106	9435
562	12136	9420
563	12166	9405
564	12189	9384
565	12217	9367
566	12244	9350
567	12276	9337
568	12310	9324
569	12343	9311
570	12368	9292
571	12402	9279
572	12432	9264
573	12460	9247
574	12493	9234
575	12523	9218
576	12551	9201
577	12576	9182
578	12609	9168
579	12636	9150
580	12662	9131
581	12688	9112
582	12724	9101
583	12751	9083
584	12776	9063
585	12800	9043
586	12828	9025
587	12853	9005
588	12874	8984
589	12899	8964
590	12923	8943
591	12946	8922
592	12971	8902
593	12995	8882
594	13021	8863
595	13049	8845
596	13075	8826
597	13113	8815
598	13137	8795
599	13165	8776
600	13187	8754
601	13211	8734
602	13239	8716
603	13265	8697
604	13287	8675
605	13308	8652
606	13330	8630
607	13353	8609
608	13378	8589
609	13401	8568
610	13426	8548
611	13448	8526
612	13469	8503
613	13495	8484
614	13519	8463
615	13540	8440
616	13565	8420
617	13585	8397
618	13613	8379
619	13635	8357
620	13658	8336
621	13683	8315
622	13714	8299
623	13746	8282
624	13773	8264
625	13797	8243
626	13826	8225
627	13876	8220
628	13910	8204
629	13951	8193
630	13995	8184
631	14040	8175
632	14082	8164
633	14125	8154
634	14169	8144
635	14211	8133
636	14266	8130
637	14314	8122
638	14356	8110
639	14398	8098
640	14451	8093
641	14488	8079
642	14534	8069
643	14557	8047
644	14586	8028
645	14613	8007
646	14638	7986
647	14662	7965
648	14700	7950
649	14724	7928
650	14748	7906
651	14777	7887
652	14803	7866
653	14826	7844
654	14847	7820
655	14871	7798
656	14891	7774
657	14909	7749
658	14930	7725
659	14953	7703
660	14974	7680
661	14996	7657
662	15021	7635
663	15048	7614
664	15067	7590
665	15088	7566
666	15113	7545
667	15132	7521
668	15152	7496
669	15176	7475
670	15195	7450
671	15214	7426
672	15238	7403
673	15263	7382
674	15283	7358
675	15301	7333
676	15322	7310
677	15343	7286
678	15359	7261
679	15376	7236
680	15392	7210
681	15407	7184
682	15424	7159
683	15443	7134
684	15466	7112
685	15495	7092
686	15518	7070
687	15536	7045
688	15553	7020
689	15568	6994
690	15584	6969
691	15599	6943
692	15615	6917
693	15629	6891
694	15646	6866
695	15665	6842
696	15685	6818
697	15704	6794
698	15721	6769
699	15739	6745
700	15758	6721
701	15773	6695
702	15797	6674
703	15815	6649
704	15833	6625
705	15854	6602
706	15871	6577
707	15888	6552
708	15904	6527
709	15921	6503
710	15939	6478
711	15956	6454
712	15974	6430
713	15995	6407
714	16012	6382
715	16038	6361
716	16055	6337
717	16078	6315
718	16097	6291
719	16112	6266
720	16128	6241
721	16145	6216
722	16160	6191
723	16175	6166
724	16191	6141
725	16206	6116
726	16222	6091
727	16237	6066
728	16253	6042
729	16271	6018
730	16287	5993
731	16303	5968
732	16319	5944
733	16335	5920
734	16353	5896
735	16369	5871
736	16386	5847
737	16403	5823
738	16418	5798
739	16434	5774
740	16450	5749
741	16465	5725
742	16480	5700
743	16498	5676
744	16515	5653
745	16531	5628
746	16548	5604
747	16563	5580
748	16579	5555
749	16595	5531
750	16614	5508
751	16637	5486
752	16656	5463
753	16676	5441
754	16694	5417
755	16708	5392
756	16723	5368
757	16740	5344
758	16757	5320
759	16775	5297
760	16795	5274
761	16810	5250
762	16832	5228
763	16853	5206
764	16870	5182
765	16887	5158
766	16902	5134
767	16920	5111
768	16938	5088
769	16954	5064
770	16979	5043
771	17001	5021
772	17020	4998
773	17041	4975
774	17061	4953
775	17078	4929
776	17093	4905
777	17109	4882
778	17125	4858
779	17146	4836
780	17169	4814
781	17191	4792
782	17213	4770
783	17233	4748
784	17252	4725
785	17274	4703
786	17301	4682
787	17326	4661
788	17348	4639
789	17371	4617
790	17393	4595
791	17414	4573
792	17434	4550
793	17451	4527
794	17469	4504
795	17484	4481
796	17504	4458
797	17521	4435
798	17540	4412
799	17560	4390
800	17578	4367
801	17598	4344
802	17615	4321
803	17638	4299
804	17661	4278
805	17680	4255
806	17700	4233
807	17717	4209
808	17737	4187
809	17758	4165
810	17778	4143
811	17839	4130
812	17871	4110
813	17900	4090
814	17938	4071
815	17969	4051
816	17993	4030
817	18017	4008
818	18043	3987
819	18066	3965
820	18088	3943
821	18110	3921
822	18136	3900
823	18162	3879
824	18186	3857
825	18205	3835
826	18226	3812
827	18248	3790
828	18271	3768
829	18292	3746
830	18312	3724
831	18331	3701
832	18352	3679
833	18372	3656
834	18396	3635
835	18417	3613
836	18437	3590
837	18456	3567
838	18475	3545
839	18496	3523
840	18518	3501
841	18536	3478
842	18554	3455
843	18571	3432
844	18589	3409
845	18606	3386
846	18627	3364
847	18653	3343
848	18684	3323
849	18742	3307
850	18782	3288
851	18811	3267
852	18833	3245
853	18852	3223
854	18872	3200
855	18888	3177
856	18904	3154
857	18923	3131
858	18938	3108
859	18959	3086
860	18987	3065
861	19014	3044
862	19043	3023
863	19070	3001
864	19092	2979
865	19112	2957
866	19134	2935
867	19160	2913
868	19183	2891
869	19202	2869
870	19225	2847
871	19249	2825
872	19273	2803
873	19295	2781
874	19316	2759
875	19335	2736
876	19352	2714
877	19372	2691
878	19394	2669
879	19412	2647
880	19430	2624
881	19452	2602
882	19471	2579
883	19489	2557
884	19506	2534
885	19524	2512
886	19543	2489
887	19559	2467
888	19575	2444
889	19592	2421
890	19609	2398
891	19625	2376
892	19641	2353
893	19656	2330
894	19672	2307
895	19688	2285
896	19704	2262
897	19720	2239
898	19739	2217
899	19755	2195
900	19772	2172
901	19792	2150
902	19812	2128
903	19831	2106
904	19852	2083
905	19870	2061
906	19889	2039
907	19910	2017
908	19928	1995
909	19945	1972
910	19965	1950
911	19986	1928
912	20011	1906
913	20030	1884
914	20050	1862
915	20068	1840
916	20085	1817
917	20104	1795
918	20122	1773
919	20138	1751
920	20155	1728
921	20170	1706
922	20188	1684
923	20203	1661
924	20219	1639
925	20234	1617
926	20251	1594
927	20266	1572
928	20282	1550
929	20298	1527
930	20318	1505
931	20335	1483
932	20356	1461
933	20380	1440
934	20400	1418
935	20418	1396
936	20435	1374
937	20454	1352
938	20473	1330
939	20489	1307
940	20505	1285
941	20536	1264
942	20556	1242
943	20575	1220
944	20593	1198
945	20612	1176
946	20631	1154
947	20649	1132
948	20664	1110
949	20680	1088
950	20699	1066
951	20718	1044
952	20742	1022
953	20764	1001
954	20781	979
955	20800	957
956	20818	935
957	20836	913
958	20853	891
959	20870	869
960	20889	847
961	20905	825
962	20926	804
963	20955	782
964	20980	760
965	20996	739
966	21012	717
967	21029	695
968	21044	673
969	21063	651
970	21084	629
971	21100	607
972	21115	585
973	21134	564
974	21154	542
975	21174	520
976	21193	498
977	21211	477
978	21230	455
979	21248	433
980	21266	411
981	21288	390
982	21307	368
983	21324	346
984	21342	325
985	21359	303
986	21377	281
987	21393	259
988	21409	238
989	21425	216
990	21442	194
991	21459	173
992	21476	151
993	21494	129
994	21513	108
995	21530	86
996	21546	64
997	21562	43
998	21577	21
999	21594	0
