iter	RMSE
465	0.3981065533
466	0.3977639494
467	0.397340271
468	0.3968170103
469	0.3963756758
470	0.3959350012
471	0.3959114005
472	0.3951453412
473	0.3949402782
474	0.3943832117
475	0.3940162145
476	0.3935396754
477	0.3935161978
478	0.3931663301
479	0.392875632
480	0.3928531209
481	0.3924740865
482	0.3919678012
483	0.3914434736
484	0.3911544601
485	0.3906857969
486	0.3904113788
487	0.3901391496
488	0.3897738339
489	0.3895286631
490	0.3891972047
491	0.3889412997
492	0.388535093
493	0.3884343136
494	0.3881464875
495	0.3879144237
496	0.387650918
497	0.3874323685
498	0.3871049971
499	0.3867041266
500	0.3863859283
501	0.3861663371
502	0.3857787463
503	0.3854083253
504	0.3851758622
505	0.3847079766
506	0.3845041979
507	0.3841396003
508	0.3839135403
509	0.3835550938
510	0.3835337624
511	0.383195591
512	0.3829312114
513	0.3829073547
514	0.3827783157
515	0.3826489841
516	0.3822901368
517	0.3820104052
518	0.381830384
519	0.3816151179
520	0.3814855658
521	0.3812392316
522	0.3810101322
523	0.3809873401
524	0.3809682063
525	0.3808118453
526	0.3805129251
527	0.3802900419
528	0.3800231346
529	0.3797538254
530	0.3793178762
531	0.3791212359
532	0.3791059936
533	0.3788255828
534	0.3781708714
535	0.3779259659
536	0.3779114298
537	0.3775134251
538	0.3771639025
539	0.3767385877
540	0.3764647362
541	0.3760723548
542	0.3758099174
543	0.3757913263
544	0.3757755865
545	0.3753509144
546	0.3752394653
547	0.3750044786
548	0.3744382914
549	0.3740422207
550	0.3736870197
551	0.373497676
552	0.3733362993
553	0.3731536792
554	0.3727218678
555	0.3724923753
556	0.3721108351
557	0.3719399753
558	0.371591815
559	0.3712955349
560	0.3709946078
561	0.3708599717
562	0.3706910066
563	0.3702741448
564	0.370113789
565	0.3700980264
566	0.3698275427
567	0.3695906627
568	0.3691180135
569	0.3687528791
570	0.3685414162
571	0.3683812474
572	0.3681507983
573	0.3677987251
574	0.367493315
575	0.3670020147
576	0.3669853458
577	0.3667805358
578	0.366621154
579	0.366311484
580	0.3661271718
581	0.3661154842
582	0.3661030479
583	0.3658148602
584	0.3655975351
585	0.3652055422
586	0.3649828846
587	0.3647976143
588	0.3647757506
589	0.3647619133
590	0.3644863613
591	0.3644747365
592	0.3641977968
593	0.3641499275
594	0.3638586596
595	0.3636683335
596	0.3632872166
597	0.3632755594
598	0.3629462946
599	0.3621915886
600	0.3618824341
601	0.3614798991
602	0.3611222673
603	0.3607945093
604	0.3605421432
605	0.3603347791
606	0.359947781
607	0.3595868594
608	0.3595463731
609	0.3594722295
610	0.3594396657
611	0.3592515692
612	0.3589348652
613	0.3585885975
614	0.3583768271
615	0.3580475867
616	0.3578264162
617	0.3578076844
618	0.3574984102
619	0.3571260478
620	0.3567009263
621	0.3563364389
622	0.3559579328
623	0.3556479807
624	0.3553900002
625	0.3550479264
626	0.3545469266
627	0.3542559927
628	0.3539221964
629	0.3536080911
630	0.3533421619
631	0.3530748043
632	0.3528429808
633	0.3528328776
634	0.35282225
635	0.352644794
636	0.3525414539
637	0.3525036977
638	0.3520911217
639	0.352061997
640	0.3517059157
641	0.3516310312
642	0.3511448665
643	0.350844705
644	0.3505175084
645	0.3501981724
646	0.3499171334
647	0.349657798
648	0.3494335341
649	0.3494230188
650	0.3494071114
651	0.349134067
652	0.3488372042
653	0.3484375885
654	0.3484158245
655	0.3480639735
656	0.3477723032
657	0.3474565538
658	0.3472874382
659	0.3469513801
660	0.3465279087
661	0.3463557405
662	0.3462018956
663	0.3459644463
664	0.3459501927
665	0.3459414262
666	0.3458991947
667	0.3455956218
668	0.3454162406
669	0.345256786
670	0.3449795699
671	0.3448989791
672	0.3445433491
673	0.3442643157
674	0.3439088061
675	0.3437783807
676	0.3434974308
677	0.34324503
678	0.3430966661
679	0.3428420405
680	0.3425482655
681	0.3422975007
682	0.3419105865
683	0.3415362964
684	0.3414384855
685	0.34110225
686	0.3408315708
687	0.3405760178
688	0.340514123
689	0.3405029465
690	0.3403944235
691	0.34023497
692	0.3400295329
693	0.3400049233
694	0.339991685
695	0.339722267
696	0.3396602445
697	0.3394692335
698	0.3392939354
699	0.3390521093
700	0.3384708313
701	0.3383008422
702	0.3381781806
703	0.3378408739
704	0.3376527582
705	0.3374197256
706	0.3370862185
707	0.3370030652
708	0.3368063614
709	0.3366469787
710	0.336497466
711	0.3362531553
712	0.3358417604
713	0.3357249978
714	0.3354137575
715	0.3350451175
716	0.3347969265
717	0.3346848955
718	0.3344768279
719	0.3343730059
720	0.334050427
721	0.3340404988
722	0.3338021394
723	0.3336061263
724	0.33339051
725	0.333069059
726	0.3328586131
727	0.3328330175
728	0.3326469144
729	0.3325278825
730	0.3324335908
731	0.3323103856
732	0.3320526123
733	0.3318113295
734	0.3315133013
735	0.3312877819
736	0.3309966595
737	0.3307444698
738	0.3305079876
739	0.3304991489
740	0.3304596691
741	0.330242925
742	0.3298792254
743	0.3298106123
744	0.3296082253
745	0.3295535919
746	0.3295452314
747	0.3294903922
748	0.3292421062
749	0.3290666549
750	0.3288748142
751	0.3288675711
752	0.3286877875
753	0.3283068956
754	0.3282916035
755	0.3282273323
756	0.3280522915
757	0.3279596712
758	0.3278166914
759	0.3276379298
760	0.327317684
761	0.3271511637
762	0.3269057851
763	0.3267801612
764	0.3265403724
765	0.3262848967
766	0.3262332071
767	0.326191054
768	0.325930225
769	0.3258786204
770	0.3257640346
771	0.3253398171
772	0.3247917099
773	0.3245826525
774	0.3243565691
775	0.3241337735
776	0.3239252385
777	0.3238099963
778	0.3235081511
779	0.3233180098
780	0.3231150558
781	0.3228197656
782	0.3225757963
783	0.3224633239
784	0.3224138959
785	0.3223715244
786	0.3221452703
787	0.3218919209
788	0.3215118415
789	0.3209894676
790	0.3205999331
791	0.3203521403
792	0.3199917137
793	0.319982432
794	0.3199013195
795	0.3196685376
796	0.3195574405
797	0.3193205577
798	0.3189648426
799	0.3188293004
800	0.3185024303
801	0.3184313244
802	0.3180307456
803	0.3179606371
804	0.3177118114
805	0.3175219153
806	0.3173418355
807	0.3170930032
808	0.3168620454
809	0.3166772501
810	0.3163202984
811	0.3162129919
812	0.3162052824
813	0.3161523959
814	0.3160799966
815	0.3158324332
816	0.3157453749
817	0.3155806072
818	0.3151235068
819	0.3148607939
820	0.3147360234
821	0.3145690138
822	0.3142256643
823	0.3139107726
824	0.3138548408
825	0.3138174933
826	0.3132732769
827	0.3130195039
828	0.3127370101
829	0.3125669593
830	0.3125168259
831	0.3122455627
832	0.3118897117
833	0.3118583174
834	0.3115290628
835	0.3113585441
836	0.3112210672
837	0.3109644773
838	0.3109556333
839	0.3109290695
840	0.3106222231
841	0.3103382826
842	0.3103271706
843	0.3101717586
844	0.31002566
845	0.3097447589
846	0.3096486236
847	0.3095028887
848	0.3089535488
849	0.3087747784
850	0.308494279
851	0.3082239355
852	0.3079829866
853	0.307755131
854	0.3076086074
855	0.3071817628
856	0.3071371827
857	0.3069323447
858	0.3067427445
859	0.306413177
860	0.3060403496
861	0.306006353
862	0.3056882874
863	0.3054374233
864	0.3052851835
865	0.305260247
866	0.3049797443
867	0.3048247017
868	0.3046062676
869	0.3043787028
870	0.3042724934
871	0.3039238482
872	0.3037058409
873	0.3034889402
874	0.3032693658
875	0.3028967867
876	0.30266663
877	0.3025821075
878	0.3020721966
879	0.3018423215
880	0.3016580057
881	0.3015589729
882	0.3013593477
883	0.3010500661
884	0.300937247
885	0.300744022
886	0.3004865529
887	0.3002881282
888	0.3001373567
889	0.2998873957
890	0.2997016067
891	0.2995018306
892	0.2994630808
893	0.2993586705
894	0.2991190885
895	0.2989183414
896	0.2988289404
897	0.2987180328
898	0.2986145314
899	0.2982248622
900	0.2980111475
901	0.2976466695
902	0.2976203226
903	0.2974425884
904	0.2972239872
905	0.2970537323
906	0.2968555548
907	0.2967983407
908	0.296625757
909	0.2964525964
910	0.2961168523
911	0.2958705738
912	0.2957159487
913	0.2955136573
914	0.2952967854
915	0.2951806493
916	0.2950649987
917	0.2945813335
918	0.2945559674
919	0.2943177532
920	0.2941289164
921	0.2939103949
922	0.2937560324
923	0.2935925211
924	0.2934181987
925	0.2932108803
926	0.2931097491
927	0.2930315363
928	0.2930040863
929	0.2928657189
930	0.292508447
931	0.2923281631
932	0.2923019889
933	0.292152204
934	0.2919530703
935	0.2917272803
936	0.2915439379
937	0.2912819211
938	0.291256946
939	0.2910750158
940	0.291022905
941	0.2907115611
942	0.2905279343
943	0.2904903119
944	0.2903827871
945	0.29030012
946	0.290276449
947	0.2901239959
948	0.2899757691
949	0.289866465
950	0.2898187638
951	0.2895533425
952	0.2895288583
953	0.2893282554
954	0.289167457
955	0.2889511278
956	0.2889332888
957	0.288665222
958	0.2885770274
959	0.2883223312
960	0.2881454788
961	0.2880469689
962	0.2877562424
963	0.2875161121
964	0.2873029657
965	0.2871800601
966	0.2871016615
967	0.2869823829
968	0.2868256448
969	0.2864292406
970	0.2862442859
971	0.2862226537
972	0.2860588444
973	0.2857876203
974	0.2855842138
975	0.2855183645
976	0.2853207604
977	0.2850150674
978	0.284862612
979	0.2845999907
980	0.2845932105
981	0.284458676
982	0.2843964444
983	0.2841967894
984	0.2840364387
985	0.2839213967
986	0.2836058386
987	0.283510201
988	0.2834908513
989	0.2833243787
990	0.2833030434
991	0.28305372
992	0.2830339965
993	0.2828858579
994	0.2825945278
995	0.2825815353
996	0.2825205025
997	0.2823546337
998	0.2823085656
999	0.2821718396
